date,heure,motif,disponibilite
05_23_22,20_00_57,renouvelement_TDS,0
05_23_22,20_01_18,retrait_TDS,0
05_23_22,20_01_39,retrait_recepisse,0
05_23_22,20_02_00,retrait_DCEM_TVR_TIV,0
05_23_22,20_02_21,regularisation_sejour,1
05_23_22,21_00_36,depot_1er_TDS,0
05_23_22,21_00_57,renouvelement_TDS,1
05_23_22,21_01_38,retrait_TDS,0
05_23_22,21_01_59,retrait_recepisse,0
05_23_22,21_02_20,retrait_DCEM_TVR_TIV,0
05_23_22,21_02_41,regularisation_sejour,0
05_23_22,22_00_36,depot_1er_TDS,0
05_23_22,22_00_57,renouvelement_TDS,0
05_23_22,22_01_17,retrait_TDS,0
05_23_22,22_01_38,retrait_recepisse,0
05_23_22,22_01_59,retrait_DCEM_TVR_TIV,0
05_23_22,22_02_20,regularisation_sejour,0
05_23_22,23_00_37,depot_1er_TDS,1
05_23_22,23_01_18,renouvelement_TDS,0
05_23_22,23_01_38,retrait_TDS,0
05_23_22,23_01_59,retrait_recepisse,0
05_23_22,23_02_20,retrait_DCEM_TVR_TIV,0
05_23_22,23_02_41,regularisation_sejour,0
05_24_22,00_00_36,depot_1er_TDS,0
05_24_22,00_00_57,renouvelement_TDS,0
05_24_22,00_01_18,retrait_TDS,0
05_24_22,00_01_39,retrait_recepisse,0
05_24_22,00_02_00,retrait_DCEM_TVR_TIV,0
05_24_22,00_02_20,regularisation_sejour,0
05_24_22,01_00_46,depot_1er_TDS,0
05_24_22,01_01_07,renouvelement_TDS,0
05_24_22,01_01_28,retrait_TDS,0
05_24_22,01_01_49,retrait_recepisse,0
05_24_22,01_02_09,retrait_DCEM_TVR_TIV,0
05_24_22,01_02_30,regularisation_sejour,0
05_24_22,01_00_46,depot_1er_TDS,0
05_24_22,01_01_07,renouvelement_TDS,0
05_24_22,01_01_28,retrait_TDS,0
05_24_22,01_01_49,retrait_recepisse,0
05_24_22,01_02_09,retrait_DCEM_TVR_TIV,0
05_24_22,01_02_30,regularisation_sejour,0
05_24_22,02_00_38,depot_1er_TDS,0
05_24_22,02_00_59,renouvelement_TDS,0
05_24_22,02_01_20,retrait_TDS,0
05_24_22,02_01_41,retrait_recepisse,0
05_24_22,02_02_02,retrait_DCEM_TVR_TIV,0
05_24_22,02_02_24,regularisation_sejour,0
05_24_22,04_00_38,depot_1er_TDS,0
05_24_22,04_00_58,renouvelement_TDS,0
05_24_22,04_01_19,retrait_TDS,0
05_24_22,04_01_40,retrait_recepisse,0
05_24_22,04_02_01,retrait_DCEM_TVR_TIV,0
05_24_22,04_02_22,regularisation_sejour,0
05_24_22,04_00_38,depot_1er_TDS,0
05_24_22,04_00_59,renouvelement_TDS,0
05_24_22,04_01_19,retrait_TDS,0
05_24_22,04_01_41,retrait_recepisse,0
05_24_22,04_02_01,retrait_DCEM_TVR_TIV,0
05_24_22,04_02_22,regularisation_sejour,0
05_24_22,05_00_37,depot_1er_TDS,0
05_24_22,05_00_57,renouvelement_TDS,0
05_24_22,05_01_18,retrait_TDS,0
05_24_22,05_01_39,retrait_recepisse,0
05_24_22,05_02_00,retrait_DCEM_TVR_TIV,0
05_24_22,05_02_21,regularisation_sejour,0
05_24_22,05_00_36,depot_1er_TDS,0
05_24_22,05_00_57,renouvelement_TDS,0
05_24_22,05_01_18,retrait_TDS,0
05_24_22,05_01_40,retrait_recepisse,0
05_24_22,05_02_00,retrait_DCEM_TVR_TIV,0
05_24_22,05_02_22,regularisation_sejour,0
05_24_22,06_00_37,depot_1er_TDS,0
05_24_22,06_00_59,renouvelement_TDS,0
05_24_22,06_01_20,retrait_TDS,0
05_24_22,06_01_41,retrait_recepisse,0
05_24_22,06_02_02,retrait_DCEM_TVR_TIV,0
05_24_22,06_02_22,regularisation_sejour,0
05_24_22,06_00_37,depot_1er_TDS,0
05_24_22,06_01_03,renouvelement_TDS,0
05_24_22,06_01_23,retrait_TDS,0
05_24_22,06_01_44,retrait_recepisse,0
05_24_22,06_02_06,retrait_DCEM_TVR_TIV,0
05_24_22,06_02_26,regularisation_sejour,0
05_24_22,07_00_36,depot_1er_TDS,0
05_24_22,07_00_59,renouvelement_TDS,0
05_24_22,07_01_21,retrait_TDS,0
05_24_22,07_01_43,retrait_recepisse,0
05_24_22,07_02_06,retrait_DCEM_TVR_TIV,0
05_24_22,07_02_29,regularisation_sejour,0
05_24_22,07_00_36,depot_1er_TDS,0
05_24_22,07_00_59,renouvelement_TDS,0
05_24_22,07_01_21,retrait_TDS,0
05_24_22,07_01_43,retrait_recepisse,0
05_24_22,07_02_06,retrait_DCEM_TVR_TIV,0
05_24_22,07_02_30,regularisation_sejour,0
05_24_22,08_00_36,depot_1er_TDS,0
05_24_22,08_00_57,renouvelement_TDS,0
05_24_22,08_01_19,retrait_TDS,0
05_24_22,08_01_40,retrait_recepisse,0
05_24_22,08_02_01,retrait_DCEM_TVR_TIV,0
05_24_22,08_02_23,regularisation_sejour,0
05_24_22,09_00_38,depot_1er_TDS,0
05_24_22,09_00_58,renouvelement_TDS,0
05_24_22,09_01_19,retrait_TDS,0
05_24_22,09_01_41,retrait_recepisse,0
05_24_22,09_02_02,retrait_DCEM_TVR_TIV,0
05_24_22,09_02_23,regularisation_sejour,0
05_24_22,10_00_37,depot_1er_TDS,0
05_24_22,10_00_58,renouvelement_TDS,0
05_24_22,10_01_19,retrait_TDS,0
05_24_22,10_01_41,retrait_recepisse,0
05_24_22,10_02_03,retrait_DCEM_TVR_TIV,0
05_24_22,10_02_26,regularisation_sejour,0
05_24_22,11_00_39,depot_1er_TDS,0
05_24_22,11_01_00,renouvelement_TDS,0
05_24_22,11_01_22,retrait_TDS,0
05_24_22,11_01_43,retrait_recepisse,0
05_24_22,11_02_05,retrait_DCEM_TVR_TIV,0
05_24_22,11_02_29,regularisation_sejour,0
05_24_22,12_00_38,depot_1er_TDS,0
05_24_22,12_00_59,renouvelement_TDS,0
05_24_22,12_01_20,retrait_TDS,0
05_24_22,12_01_41,retrait_recepisse,0
05_24_22,12_02_02,retrait_DCEM_TVR_TIV,0
05_24_22,12_02_24,regularisation_sejour,0
05_24_22,13_00_37,depot_1er_TDS,0
05_24_22,13_00_58,renouvelement_TDS,0
05_24_22,13_01_20,retrait_TDS,0
05_24_22,13_01_43,retrait_recepisse,0
05_24_22,13_02_04,retrait_DCEM_TVR_TIV,0
05_24_22,13_02_26,regularisation_sejour,0
05_24_22,14_00_36,depot_1er_TDS,0
05_24_22,14_00_58,renouvelement_TDS,0
05_24_22,14_01_19,retrait_TDS,0
05_24_22,14_01_40,retrait_recepisse,0
05_24_22,14_02_01,retrait_DCEM_TVR_TIV,0
05_24_22,14_02_21,regularisation_sejour,0
05_24_22,15_00_37,depot_1er_TDS,0
05_24_22,15_00_58,renouvelement_TDS,0
05_24_22,15_01_19,retrait_TDS,0
05_24_22,15_01_40,retrait_recepisse,0
05_24_22,15_02_01,retrait_DCEM_TVR_TIV,0
05_24_22,15_02_21,regularisation_sejour,0
05_24_22,16_00_37,depot_1er_TDS,0
05_24_22,16_00_58,renouvelement_TDS,0
05_24_22,16_01_19,retrait_TDS,0
05_24_22,16_01_39,retrait_recepisse,0
05_24_22,16_02_00,retrait_DCEM_TVR_TIV,0
05_24_22,16_02_21,regularisation_sejour,0
05_24_22,17_00_53,depot_1er_TDS,0
05_24_22,17_01_16,renouvelement_TDS,0
05_24_22,17_01_37,retrait_TDS,0
05_24_22,17_01_58,retrait_recepisse,0
05_24_22,17_02_20,retrait_DCEM_TVR_TIV,0
05_24_22,17_02_42,regularisation_sejour,0
05_25_22,10_40_39,depot_1er_TDS,0
05_25_22,10_41_00,renouvelement_TDS,0
05_25_22,10_41_21,retrait_TDS,1
05_25_22,10_42_02,retrait_recepisse,0
05_25_22,10_42_24,retrait_DCEM_TVR_TIV,0
05_25_22,10_42_46,regularisation_sejour,0
05_25_22,10_44_38,depot_1er_TDS,0
05_25_22,10_45_00,renouvelement_TDS,0
05_25_22,10_45_22,retrait_TDS,1
05_25_22,10_46_03,retrait_recepisse,0
05_25_22,10_46_24,retrait_DCEM_TVR_TIV,0
05_25_22,10_46_45,regularisation_sejour,0
05_25_22,10_45_12,depot_1er_TDS,0
05_25_22,10_45_34,renouvelement_TDS,0
05_25_22,10_45_55,retrait_TDS,1
05_25_22,10_46_36,retrait_recepisse,0
05_25_22,10_46_56,retrait_DCEM_TVR_TIV,0
05_25_22,10_47_17,regularisation_sejour,0
05_25_22,10_45_46,depot_1er_TDS,0
05_25_22,10_46_06,renouvelement_TDS,0
05_25_22,10_46_28,retrait_TDS,1
05_25_22,10_47_09,retrait_recepisse,0
05_25_22,10_47_30,retrait_DCEM_TVR_TIV,0
05_25_22,10_47_51,regularisation_sejour,0
05_25_22,10_49_28,depot_1er_TDS,0
05_25_22,10_49_49,renouvelement_TDS,0
05_25_22,10_50_09,retrait_TDS,1
05_25_22,10_50_51,retrait_recepisse,0
05_25_22,10_51_12,retrait_DCEM_TVR_TIV,0
05_25_22,10_51_33,regularisation_sejour,0
05_25_22,11_00_10,depot_1er_TDS,0
05_25_22,11_00_30,renouvelement_TDS,0
05_25_22,11_00_51,retrait_TDS,1
05_25_22,11_01_33,retrait_recepisse,0
05_25_22,11_01_54,retrait_DCEM_TVR_TIV,0
05_25_22,11_02_16,regularisation_sejour,0
05_25_22,12_00_10,depot_1er_TDS,0
05_25_22,12_00_31,renouvelement_TDS,0
05_25_22,12_00_52,retrait_TDS,0
05_25_22,12_01_14,retrait_recepisse,0
05_25_22,12_01_35,retrait_DCEM_TVR_TIV,0
05_25_22,12_01_56,regularisation_sejour,0
05_25_22,13_00_08,depot_1er_TDS,0
05_25_22,13_00_29,renouvelement_TDS,0
05_25_22,13_00_50,retrait_TDS,0
05_25_22,13_01_11,retrait_recepisse,0
05_25_22,13_01_32,retrait_DCEM_TVR_TIV,0
05_25_22,13_01_53,regularisation_sejour,0
05_25_22,14_00_10,depot_1er_TDS,0
05_25_22,14_00_30,renouvelement_TDS,0
05_25_22,14_00_52,retrait_TDS,0
05_25_22,14_01_13,retrait_recepisse,0
05_25_22,14_01_33,retrait_DCEM_TVR_TIV,0
05_25_22,14_01_55,regularisation_sejour,0
05_25_22,15_00_08,depot_1er_TDS,0
05_25_22,15_00_30,renouvelement_TDS,0
05_25_22,15_00_51,retrait_TDS,1
05_25_22,15_01_31,retrait_recepisse,0
05_25_22,15_01_53,retrait_DCEM_TVR_TIV,0
05_25_22,15_02_15,regularisation_sejour,0
05_25_22,16_00_12,depot_1er_TDS,0
05_25_22,16_00_34,renouvelement_TDS,0
05_25_22,16_00_54,retrait_TDS,1
05_25_22,16_01_37,retrait_recepisse,0
05_25_22,16_01_59,retrait_DCEM_TVR_TIV,0
05_25_22,16_02_21,regularisation_sejour,0
05_25_22,17_00_09,depot_1er_TDS,0
05_25_22,17_00_29,renouvelement_TDS,0
05_25_22,17_00_50,retrait_TDS,0
05_25_22,17_01_11,retrait_recepisse,0
05_25_22,17_01_32,retrait_DCEM_TVR_TIV,0
05_25_22,17_01_52,regularisation_sejour,0
05_25_22,18_00_08,depot_1er_TDS,0
05_25_22,18_00_29,renouvelement_TDS,0
05_25_22,18_00_50,retrait_TDS,0
05_25_22,18_01_11,retrait_recepisse,0
05_25_22,18_01_32,retrait_DCEM_TVR_TIV,0
05_25_22,18_01_53,regularisation_sejour,0
05_25_22,19_00_13,depot_1er_TDS,0
05_25_22,19_00_34,renouvelement_TDS,0
05_25_22,19_00_54,retrait_TDS,0
05_25_22,19_01_17,retrait_recepisse,0
05_25_22,19_01_39,retrait_DCEM_TVR_TIV,0
05_25_22,19_02_00,regularisation_sejour,0
05_25_22,20_00_08,depot_1er_TDS,0
05_25_22,20_00_29,renouvelement_TDS,0
05_25_22,20_00_50,retrait_TDS,0
05_25_22,20_01_11,retrait_recepisse,0
05_25_22,20_01_31,retrait_DCEM_TVR_TIV,0
05_25_22,20_01_52,regularisation_sejour,0
05_25_22,21_00_09,depot_1er_TDS,0
05_25_22,21_00_29,renouvelement_TDS,0
05_25_22,21_00_50,retrait_TDS,0
05_25_22,21_01_11,retrait_recepisse,0
05_25_22,21_01_31,retrait_DCEM_TVR_TIV,0
05_25_22,21_01_52,regularisation_sejour,0
05_25_22,22_00_10,depot_1er_TDS,0
05_25_22,22_00_30,renouvelement_TDS,0
05_25_22,22_00_52,retrait_TDS,0
05_25_22,22_01_12,retrait_recepisse,0
05_25_22,22_01_33,retrait_DCEM_TVR_TIV,0
05_25_22,22_01_54,regularisation_sejour,0
05_25_22,23_00_09,depot_1er_TDS,0
05_25_22,23_00_30,renouvelement_TDS,0
05_25_22,23_00_53,retrait_TDS,0
05_25_22,23_01_13,retrait_recepisse,0
05_25_22,23_01_34,retrait_DCEM_TVR_TIV,0
05_25_22,23_01_58,regularisation_sejour,0
05_26_22,00_00_08,depot_1er_TDS,0
05_26_22,00_00_29,renouvelement_TDS,0
05_26_22,00_00_49,retrait_TDS,0
05_26_22,00_01_10,retrait_recepisse,0
05_26_22,00_01_31,retrait_DCEM_TVR_TIV,0
05_26_22,00_01_51,regularisation_sejour,0
05_26_22,01_00_11,depot_1er_TDS,0
05_26_22,01_00_31,renouvelement_TDS,0
05_26_22,01_00_52,retrait_TDS,0
05_26_22,01_01_14,retrait_recepisse,0
05_26_22,01_01_35,retrait_DCEM_TVR_TIV,0
05_26_22,01_01_56,regularisation_sejour,0
05_26_22,02_00_10,depot_1er_TDS,0
05_26_22,02_00_30,renouvelement_TDS,0
05_26_22,02_00_51,retrait_TDS,0
05_26_22,02_01_12,retrait_recepisse,0
05_26_22,02_01_33,retrait_DCEM_TVR_TIV,0
05_26_22,02_01_54,regularisation_sejour,0
05_26_22,03_00_11,depot_1er_TDS,0
05_26_22,03_00_33,renouvelement_TDS,0
05_26_22,03_00_55,retrait_TDS,0
05_26_22,03_01_17,retrait_recepisse,0
05_26_22,03_01_38,retrait_DCEM_TVR_TIV,0
05_26_22,03_01_59,regularisation_sejour,0
05_26_22,04_00_09,depot_1er_TDS,0
05_26_22,04_00_30,renouvelement_TDS,0
05_26_22,04_00_54,retrait_TDS,0
05_26_22,04_01_14,retrait_recepisse,0
05_26_22,04_01_35,retrait_DCEM_TVR_TIV,0
05_26_22,04_02_00,regularisation_sejour,0
05_26_22,05_00_09,depot_1er_TDS,0
05_26_22,05_00_30,renouvelement_TDS,0
05_26_22,05_00_51,retrait_TDS,0
05_26_22,05_01_12,retrait_recepisse,0
05_26_22,05_01_32,retrait_DCEM_TVR_TIV,0
05_26_22,05_01_53,regularisation_sejour,0
05_26_22,06_00_09,depot_1er_TDS,0
05_26_22,06_00_34,renouvelement_TDS,0
05_26_22,06_00_55,retrait_TDS,0
05_26_22,06_01_16,retrait_recepisse,0
05_26_22,06_01_37,retrait_DCEM_TVR_TIV,0
05_26_22,06_01_58,regularisation_sejour,0
05_26_22,07_00_09,depot_1er_TDS,0
05_26_22,07_00_30,renouvelement_TDS,0
05_26_22,07_00_51,retrait_TDS,0
05_26_22,07_01_12,retrait_recepisse,0
05_26_22,07_01_33,retrait_DCEM_TVR_TIV,0
05_26_22,07_01_54,regularisation_sejour,0
05_26_22,08_00_09,depot_1er_TDS,0
05_26_22,08_00_30,renouvelement_TDS,0
05_26_22,08_00_50,retrait_TDS,0
05_26_22,08_01_13,retrait_recepisse,0
05_26_22,08_01_34,retrait_DCEM_TVR_TIV,0
05_26_22,08_01_54,regularisation_sejour,0
05_26_22,09_00_09,depot_1er_TDS,0
05_26_22,09_00_30,renouvelement_TDS,0
05_26_22,09_00_51,retrait_TDS,0
05_26_22,09_01_12,retrait_recepisse,0
05_26_22,09_01_33,retrait_DCEM_TVR_TIV,0
05_26_22,09_01_55,regularisation_sejour,0
05_26_22,10_00_10,depot_1er_TDS,0
05_26_22,10_00_31,renouvelement_TDS,0
05_26_22,10_00_52,retrait_TDS,0
05_26_22,10_01_13,retrait_recepisse,0
05_26_22,10_01_34,retrait_DCEM_TVR_TIV,0
05_26_22,10_01_55,regularisation_sejour,0
05_26_22,11_00_08,depot_1er_TDS,0
05_26_22,11_00_29,renouvelement_TDS,0
05_26_22,11_00_50,retrait_TDS,0
05_26_22,11_01_11,retrait_recepisse,0
05_26_22,11_01_32,retrait_DCEM_TVR_TIV,0
05_26_22,11_01_53,regularisation_sejour,0
05_26_22,12_00_12,depot_1er_TDS,0
05_26_22,12_00_34,renouvelement_TDS,0
05_26_22,12_00_55,retrait_TDS,0
05_26_22,12_01_16,retrait_recepisse,0
05_26_22,12_01_37,retrait_DCEM_TVR_TIV,0
05_26_22,12_01_58,regularisation_sejour,0
05_26_22,13_00_09,depot_1er_TDS,0
05_26_22,13_00_30,renouvelement_TDS,0
05_26_22,13_00_50,retrait_TDS,0
05_26_22,13_01_11,retrait_recepisse,0
05_26_22,13_01_32,retrait_DCEM_TVR_TIV,0
05_26_22,13_01_53,regularisation_sejour,0
05_26_22,14_00_09,depot_1er_TDS,0
05_26_22,14_00_29,renouvelement_TDS,0
05_26_22,14_00_50,retrait_TDS,0
05_26_22,14_01_11,retrait_recepisse,0
05_26_22,14_01_32,retrait_DCEM_TVR_TIV,0
05_26_22,14_01_54,regularisation_sejour,0
05_26_22,15_00_08,depot_1er_TDS,0
05_26_22,15_00_29,renouvelement_TDS,0
05_26_22,15_00_50,retrait_TDS,0
05_26_22,15_01_11,retrait_recepisse,0
05_26_22,15_01_33,retrait_DCEM_TVR_TIV,0
05_26_22,15_01_54,regularisation_sejour,0
05_26_22,16_00_09,depot_1er_TDS,0
05_26_22,16_00_29,renouvelement_TDS,0
05_26_22,16_00_50,retrait_TDS,0
05_26_22,16_01_11,retrait_recepisse,0
05_26_22,16_01_32,retrait_DCEM_TVR_TIV,0
05_26_22,16_01_53,regularisation_sejour,0
05_26_22,17_00_09,depot_1er_TDS,0
05_26_22,17_00_30,renouvelement_TDS,0
05_26_22,17_00_51,retrait_TDS,0
05_26_22,17_01_12,retrait_recepisse,0
05_26_22,17_01_33,retrait_DCEM_TVR_TIV,0
05_26_22,17_01_55,regularisation_sejour,0
05_26_22,18_00_09,depot_1er_TDS,0
05_26_22,18_00_29,renouvelement_TDS,0
05_26_22,18_00_50,retrait_TDS,0
05_26_22,18_01_11,retrait_recepisse,0
05_26_22,18_01_32,retrait_DCEM_TVR_TIV,0
05_26_22,18_01_53,regularisation_sejour,0
05_26_22,19_00_09,depot_1er_TDS,0
05_26_22,19_00_30,renouvelement_TDS,0
05_26_22,19_00_51,retrait_TDS,0
05_26_22,19_01_12,retrait_recepisse,0
05_26_22,19_01_33,retrait_DCEM_TVR_TIV,0
05_26_22,19_01_58,regularisation_sejour,0
05_26_22,20_00_09,depot_1er_TDS,0
05_26_22,20_00_29,renouvelement_TDS,0
05_26_22,20_00_50,retrait_TDS,0
05_26_22,20_01_11,retrait_recepisse,0
05_26_22,20_01_31,retrait_DCEM_TVR_TIV,0
05_26_22,20_01_53,regularisation_sejour,0
05_26_22,21_00_10,depot_1er_TDS,0
05_26_22,21_00_31,renouvelement_TDS,0
05_26_22,21_00_54,retrait_TDS,0
05_26_22,21_01_15,retrait_recepisse,0
05_26_22,21_01_37,retrait_DCEM_TVR_TIV,0
05_26_22,21_02_00,regularisation_sejour,0
05_26_22,22_00_09,depot_1er_TDS,0
05_26_22,22_00_30,renouvelement_TDS,0
05_26_22,22_00_51,retrait_TDS,0
05_26_22,22_01_12,retrait_recepisse,0
05_26_22,22_01_32,retrait_DCEM_TVR_TIV,0
05_26_22,22_01_55,regularisation_sejour,0
05_26_22,23_00_10,depot_1er_TDS,0
05_26_22,23_00_31,renouvelement_TDS,0
05_26_22,23_00_54,retrait_TDS,0
05_26_22,23_01_14,retrait_recepisse,0
05_26_22,23_01_35,retrait_DCEM_TVR_TIV,0
05_26_22,23_01_56,regularisation_sejour,0
05_27_22,00_00_11,depot_1er_TDS,0
05_27_22,00_00_32,renouvelement_TDS,0
05_27_22,00_00_53,retrait_TDS,0
05_27_22,00_01_14,retrait_recepisse,0
05_27_22,00_01_37,retrait_DCEM_TVR_TIV,0
05_27_22,00_01_59,regularisation_sejour,0
05_27_22,01_00_13,depot_1er_TDS,0
05_27_22,01_00_33,renouvelement_TDS,0
05_27_22,01_00_55,retrait_TDS,0
05_27_22,01_01_20,retrait_recepisse,0
05_27_22,01_01_41,retrait_DCEM_TVR_TIV,0
05_27_22,01_02_05,regularisation_sejour,0
05_27_22,02_00_11,depot_1er_TDS,0
05_27_22,02_00_32,renouvelement_TDS,0
05_27_22,02_01_00,retrait_TDS,0
05_27_22,02_01_22,retrait_recepisse,0
05_27_22,02_01_43,retrait_DCEM_TVR_TIV,0
05_27_22,02_02_07,regularisation_sejour,0
05_27_22,03_00_12,depot_1er_TDS,0
05_27_22,03_00_33,renouvelement_TDS,0
05_27_22,03_00_54,retrait_TDS,0
05_27_22,03_01_16,retrait_recepisse,0
05_27_22,03_01_37,retrait_DCEM_TVR_TIV,0
05_27_22,03_01_58,regularisation_sejour,0
05_27_22,04_00_10,depot_1er_TDS,0
05_27_22,04_00_31,renouvelement_TDS,0
05_27_22,04_00_56,retrait_TDS,0
05_27_22,04_01_17,retrait_recepisse,0
05_27_22,04_01_37,retrait_DCEM_TVR_TIV,0
05_27_22,04_01_58,regularisation_sejour,0
05_27_22,05_00_11,depot_1er_TDS,0
05_27_22,05_00_32,renouvelement_TDS,0
05_27_22,05_00_53,retrait_TDS,0
05_27_22,05_01_14,retrait_recepisse,0
05_27_22,05_01_36,retrait_DCEM_TVR_TIV,0
05_27_22,05_01_58,regularisation_sejour,0
05_27_22,06_00_09,depot_1er_TDS,0
05_27_22,06_00_32,renouvelement_TDS,0
05_27_22,06_00_53,retrait_TDS,0
05_27_22,06_01_14,retrait_recepisse,0
05_27_22,06_01_35,retrait_DCEM_TVR_TIV,0
05_27_22,06_01_59,regularisation_sejour,0
05_27_22,07_00_09,depot_1er_TDS,0
05_27_22,07_00_32,renouvelement_TDS,0
05_27_22,07_00_56,retrait_TDS,0
05_27_22,07_01_17,retrait_recepisse,0
05_27_22,07_01_39,retrait_DCEM_TVR_TIV,0
05_27_22,07_02_04,regularisation_sejour,0
05_27_22,08_00_09,depot_1er_TDS,0
05_27_22,08_00_35,renouvelement_TDS,1
05_27_22,08_01_17,retrait_TDS,0
05_27_22,08_01_43,retrait_recepisse,0
05_27_22,08_02_04,retrait_DCEM_TVR_TIV,0
05_27_22,08_02_26,regularisation_sejour,0
05_27_22,09_00_09,depot_1er_TDS,0
05_27_22,09_00_30,renouvelement_TDS,0
05_27_22,09_00_51,retrait_TDS,0
05_27_22,09_01_12,retrait_recepisse,0
05_27_22,09_01_33,retrait_DCEM_TVR_TIV,0
05_27_22,09_01_54,regularisation_sejour,0
05_27_22,10_00_10,depot_1er_TDS,0
05_27_22,10_00_31,renouvelement_TDS,0
05_27_22,10_00_52,retrait_TDS,0
05_27_22,10_01_14,retrait_recepisse,0
05_27_22,10_01_35,retrait_DCEM_TVR_TIV,0
05_27_22,10_01_56,regularisation_sejour,0
05_27_22,11_00_09,depot_1er_TDS,0
05_27_22,11_00_31,renouvelement_TDS,0
05_27_22,11_00_52,retrait_TDS,0
05_27_22,11_01_14,retrait_recepisse,0
05_27_22,11_01_35,retrait_DCEM_TVR_TIV,0
05_27_22,11_01_57,regularisation_sejour,0
05_27_22,12_00_12,depot_1er_TDS,0
05_27_22,12_00_34,renouvelement_TDS,0
05_27_22,12_00_54,retrait_TDS,0
05_27_22,12_01_18,retrait_recepisse,0
05_27_22,12_01_39,retrait_DCEM_TVR_TIV,0
05_27_22,12_02_00,regularisation_sejour,0
05_27_22,13_00_09,depot_1er_TDS,0
05_27_22,13_00_32,renouvelement_TDS,0
05_27_22,13_00_54,retrait_TDS,0
05_27_22,13_01_15,retrait_recepisse,0
05_27_22,13_01_36,retrait_DCEM_TVR_TIV,0
05_27_22,13_01_56,regularisation_sejour,0
05_27_22,14_00_10,depot_1er_TDS,0
05_27_22,14_00_31,renouvelement_TDS,0
05_27_22,14_00_52,retrait_TDS,0
05_27_22,14_01_12,retrait_recepisse,0
05_27_22,14_01_34,retrait_DCEM_TVR_TIV,0
05_27_22,14_01_55,regularisation_sejour,0
05_27_22,15_00_09,depot_1er_TDS,0
05_27_22,15_00_30,renouvelement_TDS,0
05_27_22,15_00_54,retrait_TDS,0
05_27_22,15_01_18,retrait_recepisse,0
05_27_22,15_01_38,retrait_DCEM_TVR_TIV,0
05_27_22,15_02_03,regularisation_sejour,0
05_27_22,16_00_12,depot_1er_TDS,0
05_27_22,16_00_34,renouvelement_TDS,0
05_27_22,16_00_55,retrait_TDS,0
05_27_22,16_01_15,retrait_recepisse,0
05_27_22,16_01_37,retrait_DCEM_TVR_TIV,0
05_27_22,16_01_58,regularisation_sejour,0
05_27_22,17_00_10,depot_1er_TDS,0
05_27_22,17_00_30,renouvelement_TDS,0
05_27_22,17_00_52,retrait_TDS,0
05_27_22,17_01_13,retrait_recepisse,0
05_27_22,17_01_34,retrait_DCEM_TVR_TIV,0
05_27_22,17_01_57,regularisation_sejour,0
05_27_22,18_00_14,depot_1er_TDS,0
05_27_22,18_00_35,renouvelement_TDS,0
05_27_22,18_00_56,retrait_TDS,0
05_27_22,18_01_17,retrait_recepisse,0
05_27_22,18_01_37,retrait_DCEM_TVR_TIV,0
05_27_22,18_02_02,regularisation_sejour,0
05_27_22,19_00_13,depot_1er_TDS,0
05_27_22,19_00_34,renouvelement_TDS,0
05_27_22,19_00_56,retrait_TDS,0
05_27_22,19_01_20,retrait_recepisse,0
05_27_22,19_01_41,retrait_DCEM_TVR_TIV,0
05_27_22,19_02_03,regularisation_sejour,0
05_27_22,20_00_09,depot_1er_TDS,0
05_27_22,20_00_31,renouvelement_TDS,0
05_27_22,20_00_52,retrait_TDS,0
05_27_22,20_01_12,retrait_recepisse,0
05_27_22,20_01_33,retrait_DCEM_TVR_TIV,0
05_27_22,20_01_55,regularisation_sejour,0
05_27_22,21_00_09,depot_1er_TDS,0
05_27_22,21_00_30,renouvelement_TDS,0
05_27_22,21_00_54,retrait_TDS,0
05_27_22,21_01_15,retrait_recepisse,0
05_27_22,21_01_36,retrait_DCEM_TVR_TIV,0
05_27_22,21_01_56,regularisation_sejour,0
05_27_22,22_00_10,depot_1er_TDS,0
05_27_22,22_00_31,renouvelement_TDS,0
05_27_22,22_00_51,retrait_TDS,0
05_27_22,22_01_12,retrait_recepisse,0
05_27_22,22_01_37,retrait_DCEM_TVR_TIV,0
05_27_22,22_01_58,regularisation_sejour,0
05_27_22,23_00_10,depot_1er_TDS,0
05_27_22,23_00_31,renouvelement_TDS,0
05_27_22,23_00_52,retrait_TDS,0
05_27_22,23_01_13,retrait_recepisse,0
05_27_22,23_01_34,retrait_DCEM_TVR_TIV,0
05_27_22,23_01_56,regularisation_sejour,0
05_28_22,00_00_11,depot_1er_TDS,0
05_28_22,00_00_32,renouvelement_TDS,0
05_28_22,00_00_53,retrait_TDS,0
05_28_22,00_01_14,retrait_recepisse,0
05_28_22,00_01_36,retrait_DCEM_TVR_TIV,0
05_28_22,00_01_56,regularisation_sejour,0
05_28_22,01_00_12,depot_1er_TDS,0
05_28_22,01_00_33,renouvelement_TDS,0
05_28_22,01_00_54,retrait_TDS,0
05_28_22,01_01_17,retrait_recepisse,0
05_28_22,01_01_38,retrait_DCEM_TVR_TIV,0
05_28_22,01_01_59,regularisation_sejour,0
05_28_22,02_00_10,depot_1er_TDS,0
05_28_22,02_00_32,renouvelement_TDS,0
05_28_22,02_00_56,retrait_TDS,0
05_28_22,02_01_17,retrait_recepisse,0
05_28_22,02_01_39,retrait_DCEM_TVR_TIV,0
05_28_22,02_02_04,regularisation_sejour,0
05_28_22,03_00_12,depot_1er_TDS,0
